section,table,task,time_wasted,complexity,query,another_query,additional_query
4.1. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40) );  INSERT INTO Directors (name, surname, country) VALUES ('Christopher', 'Nolan', 'England'),        ('Steven', 'Spielberg', 'USA'),        ('Quentin', 'Tarantino', 'USA'),        ('Martin', 'Scorsese', 'USA'),        ('David', 'Fincher', 'USA'),        ('Ridley', 'Scott', 'England'),        ('Stanley', 'Kubrick', 'USA'),        ('Clint', 'Eastwood', 'USA'),        ('James', 'Cameron', 'Canada'),        ('Tim', 'Burton', 'USA');","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех режиссерах: имя, фамилия, страна рождения. При этом в результирующей таблице название страны рождения каждого режиссера должно быть записано в верхнем регистре.",5,1,"select name, surname, upper(country) as country from Directors order by country, name",,
4.1. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40) );  INSERT INTO Directors (name, surname, country) VALUES ('Christopher', 'Nolan', 'England'),        ('Steven', 'Spielberg', 'USA'),        ('Quentin', 'Tarantino', 'USA'),        ('Martin', 'Scorsese', 'USA'),        ('David', 'Fincher', 'USA'),        ('Ridley', 'Scott', 'England'),        ('Stanley', 'Kubrick', 'USA'),        ('Clint', 'Eastwood', 'USA'),        ('James', 'Cameron', 'Canada'),        ('Tim', 'Burton', 'USA');","Напишите запрос, который извлекает из предложенной базы данных имена и фамилии всех режиссеров. При этом в результирующей таблице все символы в имени каждого режиссера должны быть заменены звездочками (*).",10,3,"select repeat('*', char_length(name)) as name, surname from Directors order by name desc, surname","SELECT     LPAD('', CHAR_LENGTH(name), '*') AS name,     surname FROM Directors ORDER BY CHAR_LENGTH(name) DESC, 2;",
4.1. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40) );  INSERT INTO Directors (name, surname, country) VALUES ('Christopher', 'Nolan', 'England'),        ('Steven', 'Spielberg', 'USA'),        ('Quentin', 'Tarantino', 'USA'),        ('Martin', 'Scorsese', 'USA'),        ('David', 'Fincher', 'USA'),        ('Ridley', 'Scott', 'England'),        ('Stanley', 'Kubrick', 'USA'),        ('Clint', 'Eastwood', 'USA'),        ('James', 'Cameron', 'Canada'),        ('Tim', 'Burton', 'USA');","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех режиссерах: имя, фамилия, рейтинг.  При этом в результирующей таблице рейтинг каждого режиссера должен быть записан в следующем формате:  <рейтинг>% Более того, рейтинги, представленные однозначными числами, должны быть предварены двумя незначащими нулями, а рейтинги, представленные двухзначными числами, — одним незначащим нулем.",5,1,"select name, surname, lpad( concat(rating, '%'), 4, '0') as rating from Directors order by rating","SELECT name, surname, CONCAT(LPAD(rating, 3, 0), '%') AS rating FROM Directors ORDER BY rating ",
4.1. Текстовые функции,"DROP TABLE IF EXISTS Palindromes; CREATE TABLE Palindromes (     id      INT PRIMARY KEY AUTO_INCREMENT,     english VARCHAR(40),     russian VARCHAR(40) );  INSERT INTO Palindromes(english, russian) VALUES ('hut', 'шалаш'),        ('rotor', 'ротор'),        ('tenet', 'принцип'),        ('radar', 'радар'),        ('flood', 'потоп'),        ('level', 'уровень'),        ('madam', 'мадам'),        ('deed', 'поступок'),        ('it', 'оно'),        ('kayak', 'каяк'); ","Напишите запрос, извлекающий из предложенной базы данных слова (в обоих вариантах написания), которые являются палиндромами на английском и русском языках одновременно.",5,1,"select english, russian from Palindromes where reverse(english) = english and reverse(russian) = russian order by english",,
4.1. Текстовые функции,"DROP TABLE IF EXISTS Palindromes; CREATE TABLE Palindromes ( id INT PRIMARY KEY AUTO_INCREMENT, english VARCHAR(40), russian VARCHAR(40) ); INSERT INTO Palindromes(english, russian) VALUES ('hut', 'шалаш'), ('rotor', 'ротор'), ('tenet', 'принцип'), ('radar', 'радар'), ('flood', 'потоп'), ('level', 'уровень'), ('madam', 'мадам'), ('deed', 'поступок'), ('it', 'оно'), ('kayak', 'каяк');","Напишите запрос, извлекающий из предложенной базы данных слова (в английском варианте написания), которые являются палиндромами только на английском языке. При этом в результирующей таблице каждое слово должно быть повторено столько раз, сколько в нем содержится символов.",5,1,"select repeat(english, char_length(english)) as english from Palindromes where reverse(english) = english and reverse(russian) != russian group by english",,
4.2. Текстовые функции,"DROP TABLE IF EXISTS Clients; CREATE TABLE Clients (     id          INT PRIMARY KEY AUTO_INCREMENT,     name        VARCHAR(40),     surname     VARCHAR(40),     card_number VARCHAR(40) );  INSERT INTO Clients (name, surname, card_number) VALUES ('Christopher', 'Nolan', '3409-4719-9958-3769'),        ('Steven', 'Spielberg', '3757-1304-6041-2423'),        ('Quentin', 'Tarantino', '3456-7725-6011-8486'),        ('Martin', 'Scorsese', '3717-9339-7641-9962'),        ('David', 'Fincher', '3789-9065-8560-1250'),        ('Ridley', 'Scott', '3711-7949-7232-0127'),        ('Stanley', 'Kubrick', '3736-9259-2982-7717'),        ('Clint', 'Eastwood', '3484-1457-1207-8953'),        ('James', 'Cameron', '3430-5919-7308-6348'),        ('Tim', 'Burton', '3781-9214-6430-8051');","Напишите запрос, извлекающий из предложенной базы данных информацию о клиентах банка (имя, фамилия, номер банковской карты), фамилии которых начинаются на букву S. При этом в результирующей таблице номер банковской карты каждого клиента должен быть записан без дефисов.",10,2,"select name, surname, replace(card_number, '-', '') card_number from Clients where left(surname, 1) = 's' order by surname","SELECT name, surname, REPLACE(card_number, '-', '') AS card_number  FROM Clients WHERE LOCATE('s', surname) = 1 ORDER BY 2;",
4.2. Текстовые функции,"DROP TABLE IF EXISTS Clients; CREATE TABLE Clients (     id          INT PRIMARY KEY AUTO_INCREMENT,     name        VARCHAR(40),     surname     VARCHAR(40),     card_number VARCHAR(40) );  INSERT INTO Clients (name, surname, card_number) VALUES ('Christopher', 'Nolan', '3409-4719-9958-3769'),        ('Steven', 'Spielberg', '3757-1304-6041-2423'),        ('Quentin', 'Tarantino', '3456-7725-6011-8486'),        ('Martin', 'Scorsese', '3717-9339-7641-9962'),        ('David', 'Fincher', '3789-9065-8560-1250'),        ('Ridley', 'Scott', '3711-7949-7232-0127'),        ('Stanley', 'Kubrick', '3736-9259-2982-7717'),        ('Clint', 'Eastwood', '3484-1457-1207-8953'),        ('James', 'Cameron', '3430-5919-7308-6348'),        ('Tim', 'Burton', '3781-9214-6430-8051'); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию о первых пяти клиентах банка: идентификатор, имя, фамилия, номер банковской карты. При этом в результирующей таблице номер банковской карты каждого клиента должен быть записан без дефисов, а первые 12 цифр номера должны быть заменены звездочками (*).",15,3,"select id, name, surname, lpad(right(replace(card_number, '-', ''),4), 16, '*') as card_number from Clients limit 5","SELECT id, name, surname,        CONCAT(REPEAT('*', 12), RIGHT(card_number, 4)) AS card_number FROM Clients LIMIT 5",
4.2. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, который извлекает из предложенной базы данных имена и фамилии всех режиссеров.  При этом в результирующей таблице имя и фамилия каждого режиссера должны быть указаны в одном поле c псевдонимом director в следующем формате:  <первая буква в имени режиссера>. <фамилия режиссера>",10,2,"select concat(rpad(name, 1, ''), '. ', surname) as director from Directors order by rpad(name, 1, ''), surname",,
4.2. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, который извлекает из предложенной базы данных имена и фамилии всех режиссеров. При этом в результирующей таблице все буквы, кроме первой, в имени и фамилии каждого режиссера должны быть заменены звездочками (*).",15,3,"select rpad(left(name, 1), char_length(name), '*') as name,        rpad(left(surname, 1), char_length(surname), '*') as surname from Directors order by left(name, 1), left(surname, 1)","SELECT       CONCAT(lEFT(name, 1), REPEAT('*', CHAR_LENGTH(name) - 1)) AS name,       CONCAT(lEFT(surname, 1), REPEAT('*', CHAR_LENGTH(surname) - 1)) AS surname FROM Directors ORDER BY LEFT(name, 1), surname;",
4.2. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех режиссерах: идентификатор, имя, фамилия, локальная часть адреса электронной почты.",10,3,"select id, name, surname, left(email, locate('@', email)-1) as local_part from Directors order by id desc","SELECT id, name, surname, SUBSTRING_INDEX(email, '@', 1) local_part FROM Directors ORDER BY id DESC;",
4.3. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, извлекающий из предложенной базы данных имена и фамилии режиссеров, имя или фамилия которых записаны в нижнем регистре. При этом в результирующей таблице имя и фамилия каждого режиссера должны быть записаны с заглавной буквы.",25,4,"select concat(upper(substring(name, 1, 1)), '', substring(name, - char_length(name) + 1, char_length(name)-1)) as name, concat(upper(substring(surname, 1, 1)), '', substring(surname, - char_length(surname) + 1, char_length(surname)-1)) as surname    from Directors where binary name = lower(name) or binary surname = lower(surname) order by name","SELECT CONCAT(UPPER(LEFT(name, 1)), SUBSTRING(name, 2)) AS name,        CONCAT(UPPER(LEFT(surname, 1)), SUBSTRING(surname, 2)) AS surname FROM Directors WHERE BINARY LOWER(name) = name       OR BINARY LOWER(surname) = surname ORDER BY name",
4.3. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех режиссерах: имя, фамилия, локальная часть адреса электронной почты, доменная часть адреса электронной почты.",10,2,"select name, surname, substring_index(email, '@', 1) as local_part,                       substring_index(email, '@', -1) as domain from Directors order by name","SELECT name, surname, LEFT(email, LOCATE('@', email) - 1) AS local_part, RIGHT(email, CHAR_LENGTH(email) - LOCATE('@', email)) AS domain FROM Directors ORDER BY name;",
4.3. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, извлекающий из предложенной базы данных информацию о режиссерах (имя, фамилия, адрес электронной почты), в адресах электронной почты которых доменная часть равна outlook.com. При этом в результирующей таблице доменная часть в адресе электронной почты каждого режиссера должна быть заменена на pygen.ru.",10,2,"select name, surname, concat(substring_index(email, '@', 1), '@', 'pygen.ru') as email from Directors where email like '%outlook.com' order by email","SELECT name, surname, REPLACE(email, 'outlook.com', 'pygen.ru') as email FROM Directors WHERE SUBSTRING_INDEX(email, '@', -1) = 'outlook.com' ORDER BY email;",
4.3. Текстовые функции,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     email   VARCHAR(40) );  INSERT INTO Directors (name, surname, email) VALUES ('Christopher', 'Nolan', 'chris@gmail.com'),        ('Steven', 'Spielberg', 'sspil@outlook.com'),        ('Quentin', 'Tarantino', 'queen@gmail.com'),        ('Martin', 'Scorsese', 'martins@outlook.com'),        ('David', 'Fincher', 'dfincher@outlook.com'),        ('Ridley', 'Scott', 'riddler@gmail.com'),        ('Stanley', 'Kubrick', 'bigstan@icloud.com'),        ('Clint', 'Eastwood', 'cowboy@yahoo.com'),        ('James', 'Cameron', 'jamesava@yahoo.com'),        ('Tim', 'Burton', 'timmy@icloud.com'); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех режиссерах: имя, фамилия, адрес электронной почты. При этом в результирующей таблице все символы в локальной части адреса электронной почты каждого режиссера должны быть заменены звездочками (*).",20,4,"select name, surname, concat(repeat('*',char_length(substring_index(email, '@', 1))), '@', substring_index(email, '@', -1)) as email from Directors order by Directors.email ","SELECT name, surname,         LPAD(SUBSTRING(email, LOCATE('@', email)), CHAR_LENGTH(email), '*') AS email FROM Directors ORDER BY SUBSTRING_INDEX(email, '@', 1)",
4.4. Числовые функции,"DROP TABLE IF EXISTS Films; CREATE TABLE Films (     id       INT PRIMARY KEY AUTO_INCREMENT,     title    VARCHAR(20),     director VARCHAR(20) );  INSERT INTO Films (title, director) VALUES ('Toy Story 2', 'John Lasseter'),        ('WALL-E', 'Andrew Stanton'),        ('Ratatouille', 'Brad Bird'),        ('Up', 'Pete Docter'),        ('Brave', 'Brenda Chapman'),        ('Monsters University', 'Dan Scanlon'),        ('Cars 2', 'John Lasseter'),        ('Finding Nemo', 'Andrew Stanton'),        ('Toy Story', 'John Lasseter'),        ('The Incredibles', 'Brad Bird');","Напишите запрос, который извлекает из предложенной базы данных названия пяти случайных фильмов.  ",5,1,select title from Films order by rand() limit 5,,
4.4. Числовые функции,"DROP TABLE IF EXISTS Sizes; CREATE TABLE Sizes (     id              INT PRIMARY KEY AUTO_INCREMENT,     nominal_size    INT,     limit_deviation DECIMAL(3, 2),     actual_size     DECIMAL(4, 2) );  INSERT INTO Sizes (nominal_size, limit_deviation, actual_size) VALUES (18, 0.3, 17.7),        (26, 0.2, 25.6),        (14, 0.4, 14.1),        (42, 0.9, 41),        (36, 0.3, 36),        (24, 0.1, 24.2),        (8, 0.2, 7.9),        (4.3, 0.2, 4.1),        (1, 0.5, 1.5),        (49, 1, 47);","Каждая деталь имеет номинальный размер и действительный. Номинальным размером называют размер, определенный инженером при проектировании детали. Действительным размером называют фактический размер детали, полученный после ее изготовления и измерения. Также для каждой детали определяют допустимую погрешность — величину, на которую действительный размер детали может отличаться от номинального. Завод считает деталь бракованной, если разница между ее действительным и номинальным размерами превышает допустимую погрешность.  Напишите запрос, который извлекает из предложенной базы данных следующую информацию о деталях: действительный размер, допустимая погрешность, разница между действительным и номинальным размерами. При этом в результирующую таблицу должны быть добавлены только те детали, которые не являются бракованными.",15,4,"select actual_size, limit_deviation, ABS(actual_size - nominal_size) as difference from Sizes where ABS(actual_size - nominal_size) <= limit_deviation order by actual_size",,
4.4. Числовые функции,"DROP TABLE IF EXISTS Points; CREATE TABLE Points (     x INT,     y INT );  INSERT INTO Points (x, y) VALUES (5, 7),        (21, 25),        (10, 19),        (19, 29),        (0, 0),        (4, 19),        (23, 1),        (22, 20),        (3, 15),        (6, 18);","Напишите запрос, который извлекает из предложенной базы данных координаты точек, а также определяет, насколько каждая точка удалена от начала координат. При этом в результирующую таблицу должны быть добавлены координаты только тех точек, которые удалены от начала координат на значение больше 20.  Поле с расстоянием от точки до начала координат должно иметь псевдоним distance. Значения в поле distance должны быть округлены до 2 знаков после запятой.",10,2,"select x, y, round(sqrt(pow(x, 2) + pow(y, 2)), 2) as distance from Points where round(sqrt(pow(x, 2) + pow(y, 2)), 2) > 20 order by distance desc","SELECT x, y, ROUND(SQRT(@dist), 2) As distance FROM Points WHERE (@dist := POW(x, 2) + POW(y, 2)) > 400 ORDER BY 3 DESC;",
4.4. Числовые функции,"DROP TABLE IF EXISTS Films; CREATE TABLE Films (     id           INT PRIMARY KEY AUTO_INCREMENT,     title        VARCHAR(20),     director     VARCHAR(20),     running_time INT );  INSERT INTO Films (title, director, running_time) VALUES ('Toy Story 2', 'John Lasseter', 69),        ('WALL-E', 'Andrew Stanton', 104),        ('Ratatouille', 'Brad Bird', 125),        ('Up', 'Pete Docter', 101),        ('Brave', 'Brenda Chapman', 102),        ('Monsters University', 'Dan Scanlon', 110),        ('Cars 2', 'John Lasseter', 120),        ('Finding Nemo', 'Andrew Stanton', 107),        ('Toy Story', 'John Lasseter', 61),        ('The Incredibles', 'Brad Bird', 126);","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех фильмах: название, имя и фамилия режиссера, продолжительность.  При этом в результирующей таблице продолжительность каждого фильма должна быть переведена в часы и минуты и указана в поле с псевдонимом timing в следующем формате:  <часы>:<минуты> Более того, значения часов и минут, представленные однозначными числами, должны быть предварены одним незначащим нулем.",20,4,"select title, director, concat(lpad(running_time div 60, 2, '0'), ':', lpad(running_time mod 60, 2, '0')) as timing from Films order by running_time desc","SELECT title,        director,        CONCAT_WS(            ':',            LPAD(running_time DIV 60, 2, 0),            LPAD(running_time MOD 60, 2, 0)        ) AS timing FROM Films ORDER BY running_time DESC",
4.4. Числовые функции,"DROP TABLE IF EXISTS Ranges; CREATE TABLE Ranges (     id INT PRIMARY KEY AUTO_INCREMENT,     a  INT,     b  INT );  INSERT INTO Ranges (a, b) VALUES (0, 180),        (-1, 1),        (-10, 10),        (-90, 90),        (10, 100);","Напишите запрос, который извлекает из предложенной базы данных границы всех диапазонов, а также для каждого диапазона определяет случайное целое число из этого диапазона (включая граничные значения).  При этом в результирующей таблице границы каждого диапазона должны быть указаны в одном поле с псевдонимом range в следующем формате:  [<левая граница>; <правая граница>]",40,7,"select concat('[', a, ';', b, ']') as 'range', round(a + rand() * (b - a)) as random_value from Ranges order by id",,
4.5. Числовые функции,"DROP TABLE IF EXISTS PrimeNumbers; CREATE TABLE PrimeNumbers (     num INT );  INSERT INTO PrimeNumbers (num) VALUES (2),        (3),        (5),        (7),        (11),        (13),        (17),        (19),        (23),        (29);","Напишите запрос, который извлекает из предложенной базы данных все простые числа, а также представляет каждое из них в двоичной, восьмеричной и шестнадцатеричной системах счисления.",10,1,"select num, conv(num, 10, 2) as bin,             conv(num, 10, 8) as oct,             conv(num, 10, 16) as hex from PrimeNumbers order by num desc",,
4.5. Числовые функции,"DROP TABLE IF EXISTS Angles; CREATE TABLE Angles (     angle INT PRIMARY KEY );  INSERT INTO Angles (angle) VALUES (0),        (30),        (45),        (60),        (90),        (120),        (135),        (150),        (180),        (210),        (225),        (240),        (270),        (300),        (315),        (330),        (360);","Напишите запрос, который извлекает из предложенной базы градусные меры всех углов, а также вычисляет синус и косинус каждого угла.",15,3,"select concat(angle, '°') as x,         round(sin(radians(angle)), 1) as 'sin(x)',        round(cos(radians(angle)), 1) as 'cos(x)' from Angles",,
4.5. Числовые функции,"DROP TABLE IF EXISTS Movies; CREATE TABLE Movies (     id          INT PRIMARY KEY AUTO_INCREMENT,     title       VARCHAR(40),     flickmetrix INT,     metacritic  INT,     imdb        INT,     letterboxd  INT,     kinopoisk   INT );  INSERT INTO Movies (title, flickmetrix, metacritic, imdb, letterboxd, kinopoisk) VALUES ('The Godfather', 95, 100, 92, 92, 87),        ('Parasite', 92, 96, 85, 92, 80),        ('Pulp Fiction', 90, 94, 89, 86, 87),        ('Spirited Away', 90, 96, 86, 90, 85),        ('Alien', 88, 89, 85, 86, 79),        ('The Dark Knight', 88, 84, 90, 89, 85),        ('Spider-Man: Across the Spider-Verse', 87, 86, 87, 90, 85),        ('No Country for Old Men', 87, 92, 82, 86, 72); "," Напишите запрос, который извлекает из предложенной базы данных названия всех фильмов, а также определяет среднюю оценку каждого фильма, при этом не учитывая самую высокую и самую низкую оценки.",20,3,"select title, round((flickmetrix + metacritic + imdb + letterboxd + kinopoisk - least(flickmetrix, metacritic, imdb, letterboxd, kinopoisk) - greatest(flickmetrix, metacritic, imdb, letterboxd, kinopoisk))/3, 2) as average_rating from Movies order by round((flickmetrix + metacritic + imdb + letterboxd + kinopoisk - least(flickmetrix, metacritic, imdb, letterboxd, kinopoisk) - greatest(flickmetrix, metacritic, imdb, letterboxd, kinopoisk))/3, 2) desc, title",,
4.6. Функции даты и времени.,"DROP TABLE IF EXISTS Staff; CREATE TABLE Staff (     id         INT AUTO_INCREMENT PRIMARY KEY,     name       VARCHAR(20),     surname    VARCHAR(20),     hire_year  YEAR,     hire_day   INT,     salary     INT );  INSERT INTO Staff (name, surname, hire_year, hire_day, salary) VALUES ('Larry', 'Page', 1998, 190, 100000),        ('Sergey', 'Brin', 2019, 319, 110000),        ('Sundar', 'Pichai', 2009, 313, 130000),        ('Ruth', 'Porat', 2005, 330, 90000),        ('Sundar', 'Nadella', 1995, 8, 125000),        ('Jeff', 'Bezos', 2003, 131, 85000),        ('Marissa', 'Mayer', 2007, 267, 95000),        ('Susan', 'Wojcicki', 1988, 124, 120000),        ('Eric', 'Schmidt', 1991, 321, 115000),        ('Sheryl', 'Sandberg', 2012, 201, 90000); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех сотрудниках компании: имя, фамилия, год приема на работу, порядковый номер дня приема на работу.  При этом в результирующей таблице имя и фамилия каждого сотрудника должны быть указаны в одном поле c псевдонимом staffer в следующем формате:  <имя> <фамилия> Год и порядковый номер дня приема на работу каждого сотрудника должны быть преобразованы в дату и указаны в одном поле c псевдонимом hire_date.",10,2,"select concat(name, ' ', surname) as staffer, makedate(hire_year, hire_day) as hire_date from Staff order by hire_date desc",,
4.6. Функции даты и времени.,"DROP TABLE IF EXISTS Staff; CREATE TABLE Staff (     id        INT AUTO_INCREMENT PRIMARY KEY,     name      VARCHAR(20),     surname   VARCHAR(20),     hire_date DATE,     salary    INT );  INSERT INTO Staff (name, surname, hire_date, salary) VALUES ('Larry', 'Page', '1998-07-09', 100000),        ('Sergey', 'Brin', '2019-11-15', 110000),        ('Sundar', 'Pichai', '2009-11-09', 130000),        ('Ruth', 'Porat', '2005-11-26', 90000),        ('Sundar', 'Nadella', '1995-01-08', 125000),        ('Jeff', 'Bezos', '2003-05-11', 85000),        ('Marissa', 'Mayer', '2007-09-24', 95000),        ('Susan', 'Wojcicki', '1988-05-03', 120000),        ('Eric', 'Schmidt', '1991-11-17', 115000),        ('Sheryl', 'Sandberg', '2012-07-19', 90000); ","Напишите запрос, который извлекает из предложенной базы данных следующую информацию обо всех сотрудниках компании: имя, фамилия, дата приема на работу.  При этом в результирующей таблице имя и фамилия каждого сотрудника должны быть указаны в одном поле c псевдонимом staffer в следующем формате:  <имя> <фамилия> Дата приема на работу каждого сотрудника должна быть увеличена на 1 год и 6 месяцев.",10,2,"select concat(name, ' ', surname) as staffer, hire_date + interval '1 6' year_month as hire_date from Staff order by hire_date desc",,
4.6. Функции даты и времени.,"DROP TABLE IF EXISTS Staff; CREATE TABLE Staff (     id        INT AUTO_INCREMENT PRIMARY KEY,     name      VARCHAR(20),     surname   VARCHAR(20),     hire_date DATE,     salary    INT );  INSERT INTO Staff (name, surname, hire_date, salary) VALUES ('Larry', 'Page', '1998-07-09', 100000),        ('Sergey', 'Brin', '2019-11-15', 110000),        ('Sundar', 'Pichai', '2009-11-09', 130000),        ('Ruth', 'Porat', '2005-11-26', 90000),        ('Sundar', 'Nadella', '1995-01-08', 125000),        ('Jeff', 'Bezos', '2003-05-11', 85000),        ('Marissa', 'Mayer', '2007-09-24', 95000),        ('Susan', 'Wojcicki', '1988-05-03', 120000),        ('Eric', 'Schmidt', '1991-11-17', 115000),        ('Sheryl', 'Sandberg', '2012-07-19', 90000); ","Согласно правилам компании Google, первую заработную плату сотрудники компании получают в последний день первого месяца работы. Например, сотрудник, который устроился на работу 2007-09-24, первую заработную плату получит 2007-09-30.  Напишите запрос, который извлекает из предложенной базы данных имена и фамилии всех сотрудников компании, а также для каждого сотрудника указывает дату получения им первой заработной платы.",10,2,"select concat(name, ' ', surname) as staffer, last_day(hire_date) as first_salary from Staff order by salary desc",,
