section,table,task,time_wasted,complexity,query,another_query,additional_query
6.4 Подзапросы. Решение задач  ,"DROP TABLE IF EXISTS Scores; CREATE TABLE Scores (     player_name  VARCHAR(50),     team         CHAR(1),     day          DATE,     score_points INT );  TRUNCATE Scores; INSERT INTO Scores (player_name, team, day, score_points) VALUES ('David', 'M', '2023-09-05', 14),        ('Felicia', 'F', '2023-09-05', 20),        ('Eva', 'F', '2023-02-07', 20),        ('Michael', 'M', '2023-02-07', 9),        ('Sophia', 'F', '2023-06-10', 26),        ('Matthew', 'M', '2023-06-10', 11),        ('Olivia', 'F', '2023-02-15', 29),        ('Jacob', 'M', '2023-02-15', 17),        ('Ava', 'F', '2023-08-21', 24),        ('Liam', 'M', '2023-08-21', 12),        ('Chloe', 'F', '2023-06-29', 23),        ('John', 'M', '2023-02-03', 23); ","Напишите запрос, который определяет общее количество очков, набранное каждой командой на момент участия каждого ее участника.  Поле с общим количеством очков команды должно иметь псевдоним total.  Записи в результирующей таблице должны быть расположены в порядке возрастания значения поля team, при совпадении — в порядке возрастания значения поля day.  ",40,6,"select team, day, score_points + ifnull((select sum(score_points) from Scores                                   where team = S1.team and to_days(day) < to_days(S1.day)), 0) as total from Scores as S1  order by team, day","SELECT team, day,        (SELECT SUM(score_points)         FROM Scores         WHERE team = S.team AND day <= S.day) AS total FROM Scores AS S ORDER BY team, day",
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, извлекающий из предложенной базы данных названия товаров, которые были проданы хотя бы раз.  Поле с названием товара должно иметь псевдоним product.",10,1,select distinct name as product from Products join Sales on Products.id = Sales.product_id  ,,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, извлекающий из предложенной базы данных уникальные названия товаров, которые были проданы 12 сентября 2023 года.  Поле с названием товара должно иметь псевдоним product.",15,2,select distinct name as product from Products inner join Sales on Products.id=Sales.product_id where sale_date = '2023-09-12',,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); ","Напишите запрос, который извлекает из предложенной базы данных названия товаров, а также определяет, на какую общую сумму был продан каждый товар. При этом в результирующую таблицу должны быть добавлены только те товары, которые были проданы хотя бы один раз.  В результирующей таблице общая сумма, на которую был продан каждый товар, должна быть указана в поле с псевдонимом amount в следующем формате:  <общая сумма>€ Поле с названием товара должно иметь псевдоним product.",20,3,"select distinct name as product, concat(price*count(*),'€') as amount from Products join Sales on Products.id=Sales.product_id group by product_id",,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, извлекающий из предложенной базы данных название товара, который 12 сентября 2023 года был продан наибольшее количество раз.  Поле с названием товара должно иметь псевдоним bestseller.",25,4,select name as bestseller from Products join Sales on Products.id=Sales.product_id where sale_date = '2023-09-12' group by product_id order by count(product_id) desc limit 1,,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); ","Напишите запрос, извлекающий из предложенной базы данных информацию о названиях товаров, которые 12 сентября 2023 года были куплены ровно один раз.  Поле с названием товара должно иметь псевдоним product.  Записи в результирующей таблице должны быть расположены в порядке возрастания значения поля product.  ",20,4,select name as product from Products join Sales on Products.id=Sales.product_id where sale_date = '2023-09-12'  group by product_id having count(product_id) = 1   order by product,,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products; DROP TABLE IF EXISTS Categories;  -- Создание таблицы Categories CREATE TABLE Categories (     id   INT PRIMARY KEY AUTO_INCREMENT,     name VARCHAR(50) );  INSERT INTO Categories (name) VALUES ('Laptops'),        ('Smartphones'),        ('Cameras');  -- Создание таблицы Products CREATE TABLE Products (     id          INT PRIMARY KEY AUTO_INCREMENT,     category_id INT,     name        VARCHAR(50),     price       INT );  INSERT INTO Products (name, category_id, price) VALUES ('Apple iPhone 13 Pro', 2, 900),        ('Samsung Galaxy S21', 2, 600),        ('Lenovo ThinkPad X1 Carbon', 1, 1400),        ('Dell XPS 13', 1, 600),        ('Canon EOS R6', 3, 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); ","Напишите запрос, извлекающий из предложенной базы данных следующую информацию обо всех продажах магазина: идентификатор продажи, дату продажи, название проданного товара и название категории, которой принадлежит проданный товар.  Поле с идентификатором продажи должно иметь псевдоним sale_id, поле с названием товара — product, поле с названием категории — category.",20,4,"select Sales.id as sale_id, sale_date, Products.name as product, Categories.name as category from Sales join Products on Sales.product_id = Products.id            join Categories on Products.category_id = Categories.id;",,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products; DROP TABLE IF EXISTS Categories;  -- Создание таблицы Categories CREATE TABLE Categories (     id   INT PRIMARY KEY AUTO_INCREMENT,     name VARCHAR(50) );  INSERT INTO Categories (name) VALUES ('Laptops'),        ('Smartphones'),        ('Cameras');  -- Создание таблицы Products CREATE TABLE Products (     id          INT PRIMARY KEY AUTO_INCREMENT,     category_id INT,     name        VARCHAR(50),     price       INT );  INSERT INTO Products (name, category_id, price) VALUES ('Apple iPhone 13 Pro', 2, 900),        ('Samsung Galaxy S21', 2, 600),        ('Lenovo ThinkPad X1 Carbon', 1, 1400),        ('Dell XPS 13', 1, 600),        ('Canon EOS R6', 3, 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (3, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (3, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, извлекающий из предложенной базы данных название категории, товары которой были проданы на наибольшую общую сумму.  Поле с названием категории должно иметь псевдоним category.",20,4,select Categories.name as category  from Sales join Products on Sales.product_id = Products.id            join Categories on Products.category_id = Categories.id group by category_id order by sum(price) desc limit 1,,
7.2 Внутреннее соединение ,"DROP TABLE IF EXISTS Employees; CREATE TABLE Employees (     id         INT PRIMARY KEY AUTO_INCREMENT,     name       VARCHAR(50),     salary     DECIMAL(10, 2),     manager_id INT );  TRUNCATE Employees; INSERT INTO Employees (name, salary, manager_id) VALUES ('John', 50000.00, null),        ('Jane', 21000.00, 1),        ('Michael', 48000.00, 1),        ('Emily', 15000.00, null),        ('Sophia', 49000.00, null),        ('Oliver', 48000.00, 4),        ('Emma', 15000.00, null),        ('Liam', 30000.00, null),        ('Ava', 11000.00, 5),        ('Lucas', 45000.00, 6),        ('Mila', 47000.00, null),        ('Ethan', 46000.00, 8),        ('Isabella', 49000.00, 9),        ('Noah', 48000.00, 12),        ('Sophia', 15000.00, null),        ('Logan', 30000.00, null),        ('Olivia', 44000.00, 16),        ('Aiden', 45000.00, 17),        ('Chloe', 46000.00, 5); ","Напишите запрос, извлекающий из предложенной базы данных имена сотрудников, которые зарабатывают больше, чем их руководители.",10,3,select E1.name from Employees E1 join Employees E2 on E1.manager_id = E2.id where E1.salary > E2.salary,,
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (2, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (4, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, извлекающий из предложенной базы данных названия товаров, которые не были проданы ни разу.  Поле с названием товара должно иметь псевдоним product.",15,2,select name as product from Products left join Sales on Products.id = Sales.product_id where product_id is NULL,,
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (2, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (4, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, который извлекает из предложенной базы данных названия всех товаров, а также определяет, в какую дату впервые был продан каждый товар. Если товар не был продан ни разу, вместо даты первой продажи должна быть указана строка Not sold.  Поле с названием товара должно иметь псевдоним product, поле с датой первой продажи — first_sale.",20,4,"select name as product, ifnull(min(sale_date), 'Not sold') as first_sale from Products left join Sales on Products.id = Sales.product_id group by name","SELECT DISTINCT Products.name AS product, IFNULL((SELECT sale_date                                         FROM Sales                                         WHERE Products.id = product_id                                         ORDER BY sale_date                                         LIMIT 1), 'Not sold') AS first_sale  FROM Products LEFT JOIN Sales ON Products.id = product_id",
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products;  -- Создание таблицы Products CREATE TABLE Products (     id    INT PRIMARY KEY AUTO_INCREMENT,     name  VARCHAR(50),     price INT );  INSERT INTO Products (name, price) VALUES ('Apple iPhone 13 Pro', 900),        ('Samsung Galaxy S21', 600),        ('Lenovo ThinkPad X1 Carbon', 1400),        ('Dell XPS 13', 600),        ('Canon EOS R6', 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (2, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (4, '2023-09-13'),        (1, '2023-09-14'); "," Напишите запрос, который извлекает из предложенной базы данных названия всех товаров, а также определяет, на какую общую сумму был продан каждый товар.  В результирующей таблице общая сумма, на которую был продан каждый товар, должна быть указана в поле с псевдонимом amount в следующем формате:  <общая сумма>€ Поле с названием товара должно иметь псевдоним product.",25,4,"SELECT DISTINCT Products.name AS product, IFNULL((SELECT sale_date                                         FROM Sales                                         WHERE Products.id = product_id                                         ORDER BY sale_date                                         LIMIT 1), 'Not sold') AS first_sale  FROM Products LEFT JOIN Sales ON Products.id = product_id","SELECT name AS product, CONCAT((COUNT(sale_date) * price), '€') AS amount FROM Products     LEFT JOIN Sales ON Products.id = Sales.product_id GROUP BY product, price",
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Sales; DROP TABLE IF EXISTS Products; DROP TABLE IF EXISTS Categories;  -- Создание таблицы Categories CREATE TABLE Categories (     id   INT PRIMARY KEY AUTO_INCREMENT,     name VARCHAR(50) );  INSERT INTO Categories (name) VALUES ('Laptops'),        ('Smartphones'),        ('Cameras');  -- Создание таблицы Products CREATE TABLE Products (     id          INT PRIMARY KEY AUTO_INCREMENT,     category_id INT,     name        VARCHAR(50),     price       INT );  INSERT INTO Products (name, category_id, price) VALUES ('Apple iPhone 13 Pro', 2, 900),        ('Samsung Galaxy S21', 2, 600),        ('Lenovo ThinkPad X1 Carbon', 1, 1400),        ('Dell XPS 13', 1, 600),        ('Canon EOS R6', 3, 1900);  -- Создание таблицы Sales CREATE TABLE Sales (     id         INT PRIMARY KEY AUTO_INCREMENT,     product_id INT,     sale_date  DATE );  TRUNCATE Sales; INSERT INTO Sales (product_id, sale_date) VALUES (1, '2023-09-11'),        (2, '2023-09-11'),        (1, '2023-09-11'),        (2, '2023-09-12'),        (4, '2023-09-12'),        (1, '2023-09-12'),        (4, '2023-09-12'),        (4, '2023-09-13'),        (4, '2023-09-13'),        (1, '2023-09-14'); ","Напишите запрос, который извлекает из предложенной базы данных названия всех категорий, а также определяет, на какую среднюю сумму были проданы товары каждой категории.  В результирующей таблице средняя сумма, на которую были проданы товары каждой категории, должна быть округлена до целого числа и указана в поле с псевдонимом avg_amount в следующем формате:  <средняя сумма>€ Поле с названием категории должно иметь псевдоним category.",30,5,"select Categories.name as category, concat(ifnull(round(avg(price), 0), 0), '€') as avg_amount from Products right join Sales on Products.id = Sales.product_id               right join Categories on Products.category_id = Categories.id group by Categories.name",,
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS FemaleStaff; DROP TABLE IF EXISTS MaleStaff;  -- Создание таблицы MaleStaff CREATE TABLE MaleStaff (   id      INT PRIMARY KEY AUTO_INCREMENT,   staffer VARCHAR(50),   age     INT );  INSERT INTO MaleStaff (staffer, age) VALUES   ('Larry Page', 48),   ('Sundar Pichai', 49),   ('Eric Schmidt', 66),   ('Jeff Dean', 49),   ('Hiroshi Lockheimer', 43);  -- Создание таблицы FemaleStaff CREATE TABLE FemaleStaff (   id      INT PRIMARY KEY AUTO_INCREMENT,   staffer VARCHAR(50),   age     INT );  INSERT INTO FemaleStaff (staffer, age) VALUES   ('Susan Wojcicki', 53),   ('Ruth Porat', 63),   ('Aparna Chennapragada', 48); ","Напишите запрос, который определяет все возможные пары сотрудников мужчина-женщина, разница в возрасте между которыми меньше 5 лет, и отображает полученный результат в виде таблицы из двух полей:  male_staffer — имя и фамилия сотрудника мужского пола female_staffer — имя и фамилия сотрудника женского пола Записи в результирующей таблице должны быть расположены в порядке возрастания значения поля male_staffer, при совпадении — в порядке возрастания значения поля female_staffer.",15,3,"select MaleStaff.staffer as male_staffer, FemaleStaff.staffer as female_staffer from MaleStaff cross join FemaleStaff where abs(FemaleStaff.age - MaleStaff.age) < abs(5) order by male_staffer, female_staffer",,
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Drinks; DROP TABLE IF EXISTS Meals;  -- Создание таблицы Meals CREATE TABLE Meals (   id    INT PRIMARY KEY AUTO_INCREMENT,   name  VARCHAR(50),   price INT );  INSERT INTO Meals (name, price) VALUES ('Omlet', 2),        ('Waffles', 4),        ('Pizza', 10),        ('Cheeseburger', 5);  -- Создание таблицы Drinks CREATE TABLE Drinks (   id    INT PRIMARY KEY AUTO_INCREMENT,   name  VARCHAR(50),   price INT );  INSERT INTO Drinks (name, price) VALUES ('Orange Juice', 3),        ('Green Tea', 2),        ('Coffee', 2),        ('Water', 0); ","Напишите запрос, который определяет все возможные пары блюдо-напиток, вычисляет стоимость каждой пары и отображает полученный результат в виде таблицы из двух полей:  combo — названия блюда и напитка в следующем формате: <название блюда>, <название напитка> price — общая стоимость блюда и напитка в следующем формате: <общая стоимость блюда и напитка>€ Записи в результирующей таблице должны быть расположены в порядке возрастания общей стоимости блюда и напитка, при совпадении — в лексикографическом порядке названия блюда, при совпадении — в лексикографическом порядке названия напитка.",25,3,"select concat(Meals.name, ', ', Drinks.name) as combo, concat((Meals.price + Drinks.price),'€') as price from Meals cross join Drinks order by Meals.price + Drinks.price, Meals.name, Drinks.name",,
7.3 Внешнее и перекрестное соединения ,"DROP TABLE IF EXISTS Ranks; DROP TABLE IF EXISTS Suits;  -- Создание таблицы Suits CREATE TABLE Suits (   suit VARCHAR(10) );  INSERT INTO Suits (suit) VALUES ('Hearts'),        ('Diamonds'),        ('Clubs'),        ('Spades');  -- Создание таблицы Ranks CREATE TABLE Ranks (   rankvalue VARCHAR(10) );  INSERT INTO Ranks (rankvalue) VALUES ('2'),        ('3'),        ('4'),        ('5'),        ('6'),        ('7'),        ('8'),        ('9'),        ('10'),        ('Jack'),        ('Queen'),        ('King'),        ('Ace'); ","Напишите запрос, который создает стандартную карточную колоду из 52 карт и отображает полученный результат в виде таблицы из двух полей:  suit — масть карты rankvalue — ранг карты Записи в результирующей таблице должны быть расположены в порядке возрастания старшинства карточной масти, при совпадении — в порядке возрастания старшинства карточного ранга.  Результат запроса Скрипт для создания таблиц Suits и Ranks Примечание. Расположение карточных рангов в порядке возрастания старшинства: 2, ..., 10, Jack, Queen, King и Ace. Расположение карточных мастей в порядке возрастания старшинства: Spades, Clubs, Diamonds и Hearts.  ",40,6,"select Suits.suit as suit, Ranks.rankvalue as rankvalue from Suits cross join Ranks order by  case suit   when 'Spades' then 1   when 'Clubs' then 2   when 'Diamonds' then 3   when 'Hearts' then 4   end,           case rankvalue                when 'Jack' then 11         when 'Clabs' then 12         when 'Queen' then 13         when 'King' then 14         when 'Ace' then 15         end,     cast(rankvalue as SIGNED)","  select suit        , rankvalue     from Suits, Ranks order by locate(suit, ""SpadesClubsDiamondsHearts"")        , locate(rankvalue, ""2345678910JackQueenKingAce"");",
7.3 Внешнее и перекрестное соединения ," EXISTS Points; CREATE TABLE Points (     id INT AUTO_INCREMENT PRIMARY KEY,     x  INT,     y  INT );  INSERT INTO Points (x, y) VALUES (2, 7),        (4, 8),        (2, 10),        (1, 1),        (3, 2),        (1, 4),        (5, 3),        (6, 6),        (9, 5);","Напишите запрос, который определяет все возможные пары точек, расстояние между которыми больше 5, и отображает полученный результат в виде таблицы из трех полей:  p1 — координаты первой точки в следующем формате: (<координата x>; <координата y>) p2 — координаты второй точки в следующем формате: (<координата x>; <координата y>) distance — расстояние между точками, округленное до одного знака после запятой При этом в результирующую таблицу должны быть добавлены только уникальные пары точек. Например, пара точек с идентификаторами 1 и 2, а также пара точек с идентификаторами 2 и 1 считаются одинаковыми. Из них должна быть выбрана только та пара, в которой идентификатор первой точки меньше второй.",40,6,"select concat('(', P1.x, '; ', P1.y, ')') as p1, concat('(', P2.x, '; ', P2.y, ')') as p2,        round(sqrt(pow((P1.x - P2.x),2) + pow((P1.y - P2.y), 2)), 1) as distance                                     from Points P1 cross join Points P2 where P1.id < P2.id and round(sqrt(pow((P1.x - P2.x),2) + pow((P1.y - P2.y), 2)), 1) > 5",,
7.4 Объединение результатов запросов ,"DROP TABLE IF EXISTS Programmers; DROP TABLE IF EXISTS Physicists; DROP TABLE IF EXISTS Mathematicians;  -- Создание таблицы Mathematicians CREATE TABLE Mathematicians (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(30),     surname VARCHAR(30) );  TRUNCATE Mathematicians; INSERT INTO Mathematicians (name, surname) VALUES     ('Leonhard', 'Euler'),     ('Carl', 'Gauss'),     ('Isaac', 'Newton'),     ('Euclid', 'Alexandria'),     ('Albert', 'Einstein'),     ('John', 'Milnor'),     ('Blaise', 'Pascal'),     ('Rene', 'Descartes'),     ('Andrew', 'Wiles'),     ('Srinivasa', 'Ramanujan'),     ('John', 'Nash'),     ('Kurt', 'Godel');  -- Создание таблицы Physicists CREATE TABLE Physicists (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(30),     surname VARCHAR(30) );  TRUNCATE Physicists; INSERT INTO Physicists (name, surname) VALUES     ('Richard', 'Muller'),     ('Isaac', 'Newton'),     ('Galileo', 'Galilei'),     ('Niels', 'Bohr'),     ('Richard', 'Feynman');  -- Создание таблицы Programmers CREATE TABLE Programmers (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(30),     surname VARCHAR(30) );  TRUNCATE Programmers; INSERT INTO Programmers (name, surname) VALUES     ('Alan', 'Turing'),     ('Grace', 'Hopper'),     ('Linus', 'Torvalds'),     ('Tim', 'Berners'),     ('Ada', 'Lovelace'),     ('John', 'Neumann'),     ('Dennis', 'Ritchie'),     ('Tim', 'Peters'),     ('Donald', 'Knuth'),     ( 'Larry', 'Page'); ","Напишите запрос, который определяет общее количество математиков, физиков и программистов и отображает полученный результат в виде таблицы из двух полей:  profession — название профессии (Mathematician — математик, Physicist — физик, Programmer — программист) total — количество людей этой профессии",20,4,"select prof as profession, count(*) as total from (select *, 'Mathematician' as prof from Mathematicians union all select *, 'Physicist' from Physicists union all select *, 'Programmer' from Programmers) as TableAll group by profession","SELECT 'Mathematician' AS profession, COUNT(*) AS total FROM Mathematicians  UNION  SELECT 'Physicist' AS profession, COUNT(*) FROM Physicists  UNION  SELECT 'Programmer' AS profession, COUNT(*) FROM Programmers",
7.4 Объединение результатов запросов ,"DROP TABLE IF EXISTS Sessions; CREATE TABLE Sessions (     id         INT AUTO_INCREMENT PRIMARY KEY,     duration   INT );  TRUNCATE Sessions; INSERT INTO Sessions(duration) VALUES (264),        (2968),        (600),        (1328),        (499),        (1511),        (57),        (1754),        (2596),        (1716),        (794),        (1822),        (727),        (1170),        (668),        (300),        (138),        (1204),        (2607),        (421),        (283),        (153),        (599),        (2111),        (899),        (2736),        (2239),        (299),        (2200),        (900);","Напишите запрос, который определяет количество сессий продолжительностью:  [0-5) — от 0 (включительно) до 5 минут (не включительно) [5-10) — от 5 (включительно) до 10 минут (не включительно) [10-15) — от 10 (включительно) до 15 минут (не включительно) 15 or more — от 15 минут (включительно) и более Поле с продолжительностью сессии должно иметь псевдоним session_duration, поле с количеством сессий — total.",25,3,"select '[0-5)' as session_duration, count(*) as total from Sessions where duration/60 < 5 union select  '[5-10)' as session_duration, count(*) as total from Sessions where   duration/60 < 10 and duration/60 >= 5 union select  '[10-15)' as session_duration, count(*) as total from Sessions where   duration/60 < 15 and duration/60 >= 10 union select  '15 or more' as session_duration, count(*) as total from Sessions where    duration/60 >= 15","SELECT '[0-5)' AS session_duration, COUNT(*) AS total FROM Sessions WHERE duration < 300  UNION  SELECT '[5-10)', COUNT(*) FROM Sessions WHERE duration BETWEEN 300 AND 599  UNION  SELECT '[10-15)', COUNT(*) FROM Sessions WHERE duration BETWEEN 600 AND 899  UNION  SELECT '15 or more', COUNT(*) FROM Sessions WHERE duration >= 900",
